actual_price,discount,name,price_without_discount,rating,specification,total_ratings
"₹49,999",16% off,"APPLE iPhone 12 mini (Black, 64 GB)","₹,59,900",4.5,"64 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,Industry-leading IP68 Water Resistance,All Screen OLED Display,12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording,Brand Warranty for 1 Year","1,26,356 Ratings "
"₹89,999",9% off,"APPLE iPhone 13 (Blue, 512 GB)","₹,99,900",4.7,"512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year","1,94,061 Ratings "
"₹1,27,999",8% off,"APPLE iPhone 14 Pro Max (Space Black, 128 GB)","₹,1,39,900",4.7,"128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,A16 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",873 Ratings 
"₹1,27,999",8% off,"APPLE iPhone 14 Pro Max (Gold, 128 GB)","₹,1,39,900",4.7,"128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,A16 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",873 Ratings 
"₹47,999",1% off,"APPLE iPhone 11 (Yellow, 128 GB)","₹,48,900",4.6,"128 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty of 1 Year","1,86,187 Ratings "
"₹1,22,999",5% off,"APPLE iPhone 14 Pro (Gold, 128 GB)","₹,1,29,900",4.7,"128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,A16 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",840 Ratings 
"₹1,27,999",8% off,"APPLE iPhone 14 Pro Max (Silver, 128 GB)","₹,1,39,900",4.7,"128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,A16 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",873 Ratings 
"₹1,22,999",5% off,"APPLE iPhone 14 Pro (Silver, 128 GB)","₹,1,29,900",4.7,"128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,A16 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",840 Ratings 
"₹69,999",12% off,"APPLE iPhone 13 (Blue, 256 GB)","₹,79,900",4.7,"256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,Brand Warranty for 1 Year","1,94,061 Ratings "
"₹66,999",10% off,"APPLE iPhone 12 (Green, 256 GB)","₹,74,900",4.6,"256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,Industry-leading IP68 Water Resistance,All Screen OLED Display,12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording,Brand Warranty for 1 Year","1,87,375 Ratings "
"₹57,999",10% off,"APPLE iPhone 12 (White, 128 GB)","₹,64,900",4.6,"128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,Industry-leading IP68 Water Resistance,All Screen OLED Display,12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording,Brand Warranty for 1 Year","1,87,375 Ratings "
"₹55,999",25% off,"APPLE iPhone 12 mini (Blue, 256 GB)","₹,74,900",4.5,"256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,Industry-leading IP68 Water Resistance,All Screen OLED Display,12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording,Brand Warranty for 1 Year","1,26,356 Ratings "
"₹42,999",2% off,"APPLE iPhone 11 (Green, 64 GB)","₹,43,900",4.6,"64 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty of 1 Year","1,86,187 Ratings "
"₹1,22,999",5% off,"APPLE iPhone 14 Pro (Space Black, 128 GB)","₹,1,29,900",4.7,"128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP + 12MP | 12MP Front Camera,A16 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",840 Ratings 
"₹1,06,699",23% off,"APPLE iPhone 12 Pro (Graphite, 512 GB)","₹,1,39,900",4.5,"512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield | Industry-leading IP68 Water Resistance,All Screen OLED Display,LiDAR Scanner for Improved AR Experiences, Night Mode Portraits,Brand Warranty for 1 Year","1,293 Ratings "
"₹66,999",10% off,"APPLE iPhone 12 (Blue, 256 GB)","₹,74,900",4.6,"256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,Industry-leading IP68 Water Resistance,All Screen OLED Display,12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording,Brand Warranty for 1 Year","1,87,375 Ratings "
"₹1,03,999",13% off,"APPLE iPhone 14 Plus (Starlight, 512 GB)","₹,1,19,900",4.7,"512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip, 6 Core Processor Processor,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","4,675 Ratings "
"₹66,999",10% off,"APPLE iPhone 12 (Black, 256 GB)","₹,74,900",4.6,"256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,Ceramic Shield,Industry-leading IP68 Water Resistance,All Screen OLED Display,12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording,Brand Warranty for 1 Year","1,87,375 Ratings "
