actual_price,discount,name,price_without_discount,rating,specification,total_ratings
"₹9,499",34% off,"vivo Y15c (Mystic Blue, 32 GB)","₹,14,490",4.2,"3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio P35 Processor,1 Year for Device & 6 Months for In-Box Accessories","1,175 Ratings "
"₹10,999",,"vivo Y16 (Steller Black, 32 GB)",,4.3,"3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium Battery,Mediatek Helio P35 Processor,1 Year of Device & 6 Months for In-Box Accessories","1,581 Ratings "
"₹18,999",26% off,"vivo Y73 (Diamond Flare, 128 GB)","₹,25,999",4.4,"8 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,64MP + 2MP + 2MP | 16MP Front Camera,4000 mAh Battery,MediaTek Helio G95 Processor,AMOLED Display,1 Year for Handset and 6 Months for In-box Accessories","9,996 Ratings "
"₹38,990",7% off,"vivo V23 Pro 5G (Stardust Black, 128 GB)","₹,41,990",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 12 GB,16.66 cm (6.56 inch) Full HD+ Display,108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,4300 mAh Lithium Battery,Mediatek Dimensity 1200 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","3,791 Ratings "
"₹13,450",25% off,"vivo Y21A (Midnight Blue, 64 GB)","₹,17,990",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 8MP + 8MP Dual Front Camera,5000 mAh Battery,Mediatek Helio P22 Processor,1 Year for Handset and 6 Months for Inbox Accessories","1,876 Ratings "
"₹27,999",15% off,"vivo V25 5G (Elegant Black, 128 GB)","₹,32,999",4.3,"8 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,64MP + 8MP + 2MP | 50MP Front Camera,4500 mAh Lithium Battery,Mediatek Dimensity 900 Processor,1 Year of Device & 6 Months for In-Box Accessories","7,004 Ratings "
"₹54,999",8% off,"vivo X80 (Cosmic Black, 128 GB)","₹,59,999",4.5,"8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 12MP + 12MP | 32MP Front Camera,4500 mAh Lithium Battery,Mediatek Dimensity 9000 Processor,1 Year on Handset and 6 Months on Accessories",759 Ratings 
"₹35,999",10% off,"vivo V25 Pro 5G (Pure Black, 128 GB)","₹,39,999",4.3,"8 GB RAM | 128 GB ROM,16.66 cm (6.56 inch) Full HD+ Display,64MP + 8MP + 2MP | 32MP Front Camera,4830 mAh Lithium Battery,Mediatek Dimensity 1300 Processor,Color Changing Fluorite AG Glass Design,120 Hz 3D Curve Display,1 Year on Handset and 6 Months on Accessories","6,346 Ratings "
"₹43,990",4% off,"vivo V23 Pro 5G (Sunshine Gold, 256 GB)","₹,45,990",4.2,"12 GB RAM | 256 GB ROM,16.66 cm (6.56 inch) Full HD+ Display,108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera,4300 mAh Lithium Battery,Mediatek Dimensity 1200 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","1,568 Ratings "
"₹27,990",15% off,"vivo V21 5G (Sunset Dazzle, 128 GB)","₹,32,990",4.3,"8 GB RAM | 128 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,64MP + 8MP + 2MP | 44MP Front Camera,4000 mAh Lithium-ion Battery,MediaTek Dimensity 800U Processor,AMOLED Display,1 Year for Handset and 6 Months for In-box Accessories","17,212 Ratings "
